adult,genre_ids,original_language,original_title,overview,popularity,release_date,vote_average,vote_count,genre_names
False,[27],en,Final Destination,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",16.9616,2000-03-17,6.626,6170,['Horror']
False,"[18, 27, 53]",en,Candyman,"The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",2.8053,1992-10-16,6.6,1674,"['Drama', 'Horror', 'Thriller']"
False,"[35, 27]",ja,ゾン100～ゾンビになるまでにしたい100のこと～,"Bullied by his boss, worked around the clock, he's nothing more than a corporate drone. All it takes is a zombie outbreak for him to finally feel alive!",3.2496,2023-08-03,6.625,583,"['Comedy', 'Horror']"
False,"[18, 27, 35]",hu,Taxidermia,"Grotesquely surreal offering charting three male generations of the same bizarre family, including a pervert who constantly seeks for new kinds of satisfaction, an obese speed eater, and a passionate embalmer.",1.5445,2006-08-23,6.625,324,"['Drama', 'Horror', 'Comedy']"
False,[35],fr,Les Crevettes pailletées,"Matthias Le Goff, an Olympic champion at the end of his career, makes a homophobic statement on TV. His punishment: coach the Shiny Shrimps, a flamboyant and amateur gay water-polo team. They have only one thing in mind: to qualify for the Gay Games in Croatia where the hottest international LGBT athletes compete. It's the start of a bumpy and joyful ride - Faster, Higher, Stronger.",0.7582,2019-05-08,6.624,441,['Comedy']
False,"[12, 18, 53]",en,Gold,"Kenny Wells, a modern-day prospector, hustler, and dreamer, is desperate for a lucky break. Left with few options, Wells teams up with an equally luckless geologist to execute a grandiose, last-ditch effort: to find gold deep in the uncharted jungle of Indonesia.",1.9036,2016-02-03,6.6,1667,"['Adventure', 'Drama', 'Thriller']"
False,"[18, 35]",en,This Is Where I Leave You,"When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.",3.3024,2014-09-10,6.626,1385,"['Drama', 'Comedy']"
False,"[27, 53]",it,Inferno,A young man returns from Rome to his sister's satanic New York apartment house.,1.3004,1980-02-07,6.6,630,"['Horror', 'Thriller']"
False,[18],en,Kinsey,"Kinsey is a portrait of researcher Alfred Kinsey, driven to uncover the most private secrets of a nation. What begins for Kinsey as a scientific endeavor soon takes on an intensely personal relevance, ultimately becoming an unexpected journey into the mystery of human behavior.",1.4888,2004-09-04,6.624,481,['Drama']
False,"[35, 878, 9648, 18]",en,Cocoon,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.",2.1979,1985-06-21,6.6,1322,"['Comedy', 'Science Fiction', 'Mystery', 'Drama']"
False,"[18, 27, 9648, 53]",en,The Skeleton Key,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,2.8839,2005-07-29,6.624,2142,"['Drama', 'Horror', 'Mystery', 'Thriller']"
False,"[10749, 35]",en,Return to Me,"It took a lot of cajoling to get Bob, a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress. Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good.",1.6896,2000-04-07,6.624,449,"['Romance', 'Comedy']"
False,[35],en,Ruthless People,"Sam Stone hates his wife Barbara so much that he wants her dead. He's ecstatic when she's taken by a duo of kidnappers who want $500,000 ransom in exchange for her life. Fully intending to ignore every one of the kidnappers' demands in the hopes that they do him a favor and murder her for him, the two confused kidnappers have to figure out how they're going get their money, and what they're going to do with the overbearing Barbara.",1.0934,1986-06-26,6.623,415,['Comedy']
False,"[28, 18, 36, 10752]",en,Midway,"This war drama depicts the U.S. and Japanese forces in the naval Battle of Midway, which became a turning point for Americans during World War II.",4.2958,1976-06-18,6.623,301,"['Action', 'Drama', 'History', 'War']"
False,"[18, 53]",en,Hours,A father struggles to keep his infant daughter alive in the wake of Hurricane Katrina.,1.3487,2013-12-04,6.622,758,"['Drama', 'Thriller']"
False,"[53, 80, 18, 9648]",en,Trance,A violent gang enlists the help of a hypnotherapist in an attempt to locate a painting which somehow vanished in the middle of a heist.,2.4354,2013-03-27,6.622,2232,"['Thriller', 'Crime', 'Drama', 'Mystery']"
False,"[878, 53, 27]",fr,Oxygène,"A woman wakes in a cryogenic chamber with no recollection of how she got there, and must find a way out before running out of air.",1.2273,2021-05-12,6.621,1456,"['Science Fiction', 'Thriller', 'Horror']"
False,[35],it,Moglie e marito,"Married for ten years, in full crisis, thinking about divorce. But following a failed scientific experiment, they suddenly find one inside the body of the other.",2.3518,2017-04-13,6.621,343,['Comedy']
False,"[28, 53, 80]",fr,À bout portant,"Samuel Pierret is a nurse who saves the wrong guy – a thief whose henchmen take Samuel's pregnant wife hostage to force him to spring their boss from the hospital. A race through the subways and streets of Paris ensues, and the body count rises. Can Samuel evade the cops and the criminal underground and deliver his beloved to safety?",0.8206,2010-11-08,6.621,468,"['Action', 'Thriller', 'Crime']"
False,"[28, 35, 10751]",en,My Spy The Eternal City,"JJ, a veteran CIA agent, reunites with his protégé Sophie, in order to prevent a catastrophic nuclear plot targeting the Vatican.",7.1428,2024-07-18,6.6,399,"['Action', 'Comedy', 'Family']"
False,"[10749, 35, 10751]",en,The Holiday Calendar,A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future -- and pointing her toward love.,0.8992,2018-11-02,6.62,1026,"['Romance', 'Comedy', 'Family']"
False,"[35, 80, 53, 27]",he,מי מפחד מהזאב הרע,"Tel Aviv, Israel. The twisted paths of three very different men brutally collide due to a chain of unspeakable murders: a grieving father who has been doomed to seek vengeance and a police detective who boldly crosses the narrow boundary between law and crime meet a religion teacher suspected of being the murderer.",0.676,2013-04-21,6.62,389,"['Comedy', 'Crime', 'Thriller', 'Horror']"
False,"[16, 10751, 35, 12]",en,Madagascar 3: Europe's Most Wanted,"Animal pals Alex, Marty, Melman, and Gloria are still trying to make it back to New York's Central Park Zoo. They are forced to take a detour to Europe to find the penguins and chimps who broke the bank at a Monte Carlo casino. When French animal-control officer Capitaine Chantel DuBois picks up their scent, Alex and company are forced to hide out in a traveling circus.",9.9957,2012-06-06,6.62,6312,"['Animation', 'Family', 'Comedy', 'Adventure']"
False,"[18, 53, 9648]",en,Tinker Tailor Soldier Spy,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet mole within his former colleagues at the heart of MI6.",2.717,2011-09-16,6.62,2730,"['Drama', 'Thriller', 'Mystery']"
False,"[12, 10751, 14]",en,The Chronicles of Narnia: Prince Caspian,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",7.403,2008-05-15,6.62,6512,"['Adventure', 'Family', 'Fantasy']"
False,"[28, 12, 53, 18]",fr,Athena,"Hours after the tragic death of their youngest brother in unexplained circumstances, three siblings have their lives thrown into chaos.",2.8696,2022-09-09,6.619,761,"['Action', 'Adventure', 'Thriller', 'Drama']"
False,"[10749, 35, 18]",en,Risky Business,"Meet Joel Goodson, an industrious, college-bound 17-year-old and a responsible, trustworthy son. However, when his parents go away and leave him home alone in the wealthy Chicago suburbs with the Porsche at his disposal he quickly decides he has been good for too long and it is time to enjoy himself. After an unfortunate incident with the Porsche Joel must raise some cash, in a risky way.",3.593,1983-08-05,6.619,1362,"['Romance', 'Comedy', 'Drama']"
False,"[28, 12, 14]",en,The Forbidden Kingdom,"An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.",3.7185,2008-04-17,6.619,1770,"['Action', 'Adventure', 'Fantasy']"
False,"[80, 18, 9648, 53, 36]",en,Kill the Messenger,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,1.678,2014-10-09,6.618,867,"['Crime', 'Drama', 'Mystery', 'Thriller', 'History']"
False,[18],hi,मैं हूँ ना,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.",2.2152,2004-04-30,6.618,398,['Drama']
False,"[18, 10749]",en,Love in the Time of Cholera,"In Colombia just after the Great War, an old man falls from a ladder; dying, he professes great love for his wife. After the funeral, a man calls on the widow - she dismisses him angrily. Flash back more than 50 years to the day Florentino Ariza, a telegraph boy, falls in love with Fermina Daza, the daughter of a mule trader.",1.7879,2007-10-04,6.6,384,"['Drama', 'Romance']"
False,"[35, 10749]",fr,Populaire,An insurance agent and his new secretary become locked in the grip of romance and competition as they train together for a speed-typing contest.,1.7135,2012-11-27,6.617,580,"['Comedy', 'Romance']"
False,"[53, 18]",en,The Crush,A precocious and obsessive teenager develops a crush on a naive writer with harrowing consequences.,2.2848,1993-04-02,6.617,514,"['Thriller', 'Drama']"
